Startup_ID,Country,Industry,Funding_Stage,Total_Funding_MUSD,Annual_Revenue_MUSD,Burn_Rate_MUSD,Revenue_Growth_Percent,Employee_Count,Valuation_MUSD,Is_IPO,Annual_Profit_MUSD,Is_Profitable
1046,China,SaaS,Series A,45.84846029,122.0875864,5.416181011,69.25057547,512,178.2738056,0,30.75966162,1
1047,USA,EdTech,Series C,87.89807588,84.66074928,40.74539435,130.6933026,1018,110.4483071,0,-4.616371337,0
1048,Germany,HealthCare,Seed,10.90313544,4.315706949,31.21512252,291.71811,1731,243.4192708,0,-20.71509158,0
1049,Germany,SaaS,Series A,26.51626607,197.1111117,9.630003324,248.8949617,126,317.3110107,0,46.4692931,1
1050,India,FinTech,Series A,75.42809551,73.73959558,20.29929075,36.8396023,1290,550.3615087,0,6.614297123,1
1051,Japan,AI/ML,Series B,10.40367785,155.8261488,26.97975775,155.0131143,1823,881.8371038,0,20.50081616,1
1052,Canada,AI/ML,Series C,32.75567699,65.46647519,42.19613047,220.3733128,616,428.9621537,0,-13.12951962,0
1053,Israel,EdTech,Series C,39.32838401,95.26584302,3.114558386,211.0258716,928,521.2041969,0,24.20484341,1
1054,UAE,SaaS,Series A,62.63678586,77.9984967,29.87644224,229.4483465,913,9.590468305,0,0.990922091,1
1055,Germany,HealthCare,Series C,16.65513193,68.83657629,35.88009249,139.9491232,1958,38.14550258,0,-9.081732506,0
1056,Israel,SaaS,Series C,86.19984454,4.859349753,48.89680371,56.89726415,437,88.35035393,0,-30.19064689,0
1057,India,AI/ML,Series B,45.30668131,72.3241771,40.37728791,142.137371,1148,700.4991151,0,-10.52395214,0
1058,India,E-Commerce,Series A,91.78514948,177.9532531,13.88374295,196.1267385,503,488.7604119,0,39.75535641,1
1059,India,FinTech,Seed,47.31912145,138.233471,35.50800177,184.5346655,71,196.9963925,0,10.13755216,1
1060,USA,EdTech,Series A,28.22898564,29.51186039,38.18756646,25.80400587,1820,594.6364415,0,-20.59879253,0
1061,USA,E-Commerce,Series B,15.04105404,118.4354234,36.51380145,24.16096805,1860,546.8890911,0,1.600455407,1
1062,India,HealthCare,Series B,1.370764376,178.5000566,41.02518899,289.7510602,506,93.3553053,0,13.04064528,1
1063,UAE,E-Commerce,Series B,53.68359101,140.1567912,45.19612581,49.78260924,645,642.2107089,0,3.71034007,1
1064,USA,E-Commerce,Series C,11.608513,30.16253628,5.011650463,91.86642688,89,768.3190983,0,6.394126616,1
1065,India,HealthCare,Series A,39.7810486,173.6325831,5.327716498,231.4521722,1692,290.1216357,1,43.94739565,1
1066,Germany,E-Commerce,Series C,59.33790436,60.65803065,39.84035944,125.8547374,494,689.0514177,0,-10.69105427,0
1067,India,EdTech,Series C,28.29290379,91.08819079,12.69338658,58.53213171,1055,203.7209194,0,16.4326304,1
1068,UAE,AI/ML,Series A,18.34720494,105.4654806,3.021216955,142.8335528,604,757.9451696,0,27.66340033,1
1069,India,SaaS,Series B,77.69744064,170.1760676,20.12133613,172.8402414,1357,912.2152983,0,32.85587151,1
1070,Japan,E-Commerce,Seed,94.73232606,186.3556953,41.0118579,138.5661497,1550,444.6577882,0,19.41478674,1
1071,Canada,EdTech,Seed,10.94360137,185.9657491,6.415594688,276.0890923,270,248.3989678,0,44.28752309,1
1072,India,SaaS,Series A,16.40344211,2.086859165,33.62491439,88.98629205,1954,402.1808187,0,-23.54617201,0
1073,India,SaaS,Series A,96.04125307,184.4167529,0.280431502,200.0929874,1825,253.8270853,0,52.11707552,1
1074,UAE,E-Commerce,Series B,4.740637959,11.35019972,5.575898616,38.12694282,138,6.233178888,0,0.626058584,1
1075,Singapore,EdTech,Series A,97.78560132,53.52184454,17.60743225,120.72421,635,652.2043287,0,6.541060533,1
1076,Singapore,AI/ML,Series A,1.459803825,103.240077,4.271753823,223.5930092,293,47.31400875,0,24.26376032,1
1077,Canada,E-Commerce,Series B,87.49319691,96.24517496,42.31049321,71.32099747,1080,214.3387865,0,-2.420647591,0
1078,India,HealthCare,Series B,31.42519292,121.1396039,43.21711811,178.9824585,1886,723.8373083,0,-0.376349768,0
1079,USA,SaaS,Series C,93.92029696,96.14952263,37.80297808,50.26392362,1221,667.3963888,0,1.365202983,1
1080,India,E-Commerce,Series A,32.37758357,186.9079481,12.19973361,35.29699895,28,77.96226749,0,41.842567,1
1081,UAE,SaaS,Seed,65.77632583,48.48949522,26.21002905,159.3536609,608,661.7544674,0,-3.952607697,0
1082,China,EdTech,Series A,8.923224407,55.16792646,9.291007424,204.1282438,663,930.9220151,0,8.360626748,1
1083,USA,FinTech,Seed,24.99065133,184.1872182,14.13579466,38.44328454,772,79.12995667,0,39.14447127,1
1084,India,E-Commerce,Seed,77.5942553,15.80953299,25.84866408,275.7439945,847,418.6097865,0,-11.61639624,0
1085,USA,AI/ML,Seed,53.33989951,122.107384,36.77718904,71.6028175,1915,730.7867207,0,5.673786808,1
1086,USA,E-Commerce,Series C,92.86893712,136.5063224,4.823253582,40.39271591,1041,669.3843882,0,36.42403597,1
1087,Singapore,SaaS,Series B,43.44638943,101.3555738,14.90516521,64.79617796,1070,230.3779898,0,16.59633867,1
1088,China,EdTech,Series B,87.11142422,138.9992598,46.33840529,55.02387468,1631,167.2519411,0,4.532592328,1
1089,UAE,HealthCare,Series C,45.44658831,34.96455188,21.51325356,31.74902193,81,785.325769,0,-4.464680258,0
1090,UK,AI/ML,Series B,97.94557959,170.6001304,46.94959673,240.3625743,1414,956.463432,0,11.06018173,1
1091,India,EdTech,Series C,96.02360376,28.43512505,49.57088702,151.1836435,1299,768.7455502,0,-24.82156008,0
1092,Singapore,E-Commerce,Series A,33.58453385,80.46208264,26.38032532,119.6132349,1100,963.3884598,1,1.366016191,1
1093,Canada,HealthCare,Series C,88.70644337,15.51389146,14.47339609,285.4352385,662,606.970447,0,-1.412675599,0
1094,Germany,EdTech,Series B,84.91352605,109.2696102,39.55976275,114.4474742,1840,929.4533664,0,2.805592848,1
1095,Canada,FinTech,Series B,21.85735934,134.1142886,8.049605703,54.25695418,73,691.9835161,0,31.09679282,1
1096,UK,AI/ML,Series A,62.80474968,188.2737162,12.6771383,85.84265312,39,909.3403265,0,42.4944819,1
1097,Germany,SaaS,Series C,8.195549243,147.9975711,39.26550748,75.49512741,1933,165.7810231,1,7.116686588,1
1098,UK,EdTech,Series A,83.83436134,108.4500318,21.73893164,152.1286775,566,816.4873897,1,16.0736251,1
1099,India,EdTech,Seed,18.28004247,186.5570949,10.15674306,90.99401157,655,200.7620719,0,41.78351552,1
1100,India,FinTech,Series C,8.010655437,95.94814919,32.59117467,157.2380458,1049,32.29195644,0,-0.127213541,0
1101,India,E-Commerce,Series A,40.62169046,112.4605278,36.66481688,202.4415604,287,519.9982034,0,3.190957574,1
1102,China,AI/ML,Series A,58.11529172,119.4216563,6.341054849,234.3031418,1764,321.6605217,0,28.21058755,1
1103,USA,AI/ML,Series B,85.6367789,82.29095531,13.92131497,214.4965455,286,48.31370498,0,13.96412226,1
1104,Germany,SaaS,Series C,97.45001003,167.7772968,11.14171009,65.64926135,230,980.4028568,0,39.26125235,1
1105,Israel,EdTech,Seed,44.50975874,37.4425998,19.05474598,39.19041718,1226,668.133765,0,-0.964553378,0
1106,India,HealthCare,Seed,6.984245376,111.191017,38.19590029,165.0227969,679,902.3031123,0,0.450473258,1
1107,UK,EdTech,Series C,75.16244232,144.5855346,35.7140343,63.67897841,1057,999.0871729,0,12.05407614,1
1108,Canada,SaaS,Series C,56.95215237,180.8432463,33.15994313,30.05544792,841,395.006903,0,24.99834197,1
1109,India,EdTech,Series A,45.34124314,176.8417201,0.413648739,160.4928312,150,258.4633436,0,48.2365592,1
1110,India,FinTech,Series B,31.617619,101.9936877,7.192951338,101.4042846,743,187.9649707,0,21.77640956,1
1111,India,EdTech,Series B,50.73745426,128.8107095,11.2425477,228.0639585,35,517.6111723,0,28.04908534,1
1112,India,EdTech,Series B,34.52928084,79.15042836,13.67059672,97.68653101,107,608.0503736,0,13.84983864,1
1113,Israel,HealthCare,Series C,75.94417491,93.90146369,7.406684428,293.7215554,285,475.0606224,0,22.86247227,1
1114,UAE,FinTech,Series B,54.84547595,181.3000256,20.57474602,228.7643414,582,390.3157548,0,34.58456705,1
1115,China,FinTech,Series A,87.80792964,186.1754466,3.851511192,22.01950034,901,172.4312006,0,51.29541893,1
1116,UAE,EdTech,Series C,54.81084755,179.1351046,37.5261073,155.1174584,1276,444.6503257,0,19.54394351,1
1117,UAE,AI/ML,Series C,24.58797892,28.10498693,39.40726729,170.9730479,1935,89.81692139,0,-22.01537101,0
1118,India,HealthCare,Series B,85.25809634,170.0917623,28.75590781,210.1142997,1972,865.7225201,0,26.95146267,1
1119,UAE,EdTech,Seed,56.16468545,189.6985643,4.576273364,151.8500551,442,51.66813884,1,49.73865903,1
1120,Germany,EdTech,Seed,21.47726278,72.56931407,44.51515016,147.6158615,18,383.7428314,0,-15.65430965,0
1121,UAE,SaaS,Series A,62.72727319,103.9699347,48.28522785,113.5418904,905,104.6371797,0,-7.601084044,0
1122,UAE,SaaS,Series B,36.41395973,155.9295035,10.19794166,85.08110825,878,776.105597,0,35.36554302,1
1123,USA,AI/ML,Series B,84.59615562,112.6345884,35.26152699,284.1290625,942,316.1732939,0,6.955396718,1
1124,India,HealthCare,Series C,45.87667413,198.6999626,42.11273767,98.69101754,281,117.5400846,1,19.98944003,1
1125,India,E-Commerce,Series C,72.91769445,91.41481635,27.03819177,23.70929075,1805,533.8338424,0,5.910408276,1
1126,UK,SaaS,Series B,10.45808456,142.9315709,16.23382267,54.34899809,41,916.6956222,0,26.8394172,1
1127,UAE,E-Commerce,Series C,40.20641028,158.6219325,23.98007988,257.8966076,861,909.1016468,0,24.57111249,1
1128,UAE,FinTech,Series B,98.34090221,99.07303294,25.66221066,178.0568704,614,253.4027859,0,10.97689209,1
1129,India,SaaS,Series A,81.03756866,171.4682692,20.0917885,234.7402621,1512,721.0613776,0,32.2572804,1
1130,Germany,SaaS,Series C,16.83413943,109.4578409,46.49914043,243.5905561,1161,35.13277188,0,-7.194659891,0
1131,UK,HealthCare,Series B,28.4986409,82.62433396,37.21976724,247.8547496,1782,136.1925375,0,-7.269438871,0
1132,India,AI/ML,Series C,33.65176508,22.01082293,12.14095195,167.4310438,26,501.9750085,1,0.471525769,1
1133,India,E-Commerce,Series A,65.38619049,78.98600848,29.31930365,57.25057573,1586,232.6126523,0,1.289497253,1
1134,USA,SaaS,Series C,75.94248119,146.9203227,34.46558863,48.72866191,1506,799.2705447,0,12.8540234,1
1135,Israel,SaaS,Series B,75.20313427,184.2966391,7.093805443,174.325404,310,931.4168112,0,45.17443057,1
1136,USA,HealthCare,Series C,51.47753157,50.71004107,17.98544454,113.1217343,1817,9.3116499,0,3.82059659,1
1137,Germany,HealthCare,Series C,81.27123325,71.36948571,45.28685925,169.6242312,1821,236.7512505,0,-12.46580785,0
1138,Singapore,AI/ML,Series B,44.27073019,31.21521832,28.4019377,152.0509641,51,442.3555793,0,-11.49299498,0
1139,USA,E-Commerce,Seed,13.26417596,138.2992174,10.92818753,182.6484335,1811,565.2638919,0,28.62785444,1
1140,Japan,FinTech,Series C,56.87974232,192.0575918,6.226961426,14.47297827,61,916.3232637,0,47.5781164,1
1141,Japan,AI/ML,Series C,95.27783708,128.3699679,25.95952198,14.68682079,197,892.4240731,0,18.19924325,1
1142,India,FinTech,Series A,79.50637149,123.6067677,27.42951758,217.8705754,1977,638.984249,0,15.25297461,1
1143,UK,EdTech,Seed,58.29136412,110.9212411,16.78728112,61.97253693,160,261.101074,0,18.39870106,1
1144,USA,SaaS,Series A,65.03376037,18.14692027,31.55775982,197.3985463,1277,784.3713708,0,-16.03385622,0
1145,India,E-Commerce,Series B,93.12564068,146.0360134,3.527365842,166.2398937,1834,206.6385124,0,39.60898008,1
1146,India,AI/ML,Series B,43.40593665,120.6088839,7.342470694,294.6293691,1524,965.3464625,0,27.74360531,1
1147,China,SaaS,Series A,33.80801976,132.4646154,27.35906367,251.4447343,1160,10.81071616,0,14.29132558,1
1148,Germany,E-Commerce,Series C,97.74691494,179.8128131,3.184603123,126.8746838,1750,571.9216514,0,49.00251648,1
1149,India,E-Commerce,Seed,86.48087022,156.900177,44.05734737,186.8417819,418,92.95526069,0,9.695382537,1
1150,India,E-Commerce,Series A,32.98131488,156.2925928,7.193103886,39.60038988,1851,410.5615325,0,37.12761899,1
1151,Israel,SaaS,Series A,46.91427914,185.4731619,33.72860172,118.9838827,1902,636.7588726,0,23.41748588,1
1152,India,AI/ML,Series B,42.09273477,197.9920228,19.62105174,221.4968836,1645,691.1505031,0,37.19922758,1
1153,India,HealthCare,Series C,15.76047219,116.465905,20.0494086,188.6881173,353,786.6416223,0,13.93944391,1
1154,UK,SaaS,Seed,95.82411306,22.2218824,38.26798748,147.9190407,1999,595.3610643,0,-19.17083435,0
1155,Japan,E-Commerce,Series A,41.02693069,92.0964166,25.0231605,57.0760857,600,255.0627545,0,6.692394477,1
1156,India,AI/ML,Seed,87.65757918,157.6264287,36.31020764,241.9280482,1728,889.8069767,0,17.69891409,1
1157,China,EdTech,Seed,19.74626654,6.03120229,25.30904231,85.5841483,1131,812.0518759,0,-15.82207822,0
1158,Canada,FinTech,Series A,55.23921025,11.84904395,29.68597654,247.0413291,1101,164.2520561,0,-17.53788431,0
1159,India,E-Commerce,Seed,3.372177127,13.89797759,38.05965993,185.4246735,855,827.3786283,0,-24.70664947,0
1160,Singapore,EdTech,Series B,76.6578279,146.3416338,30.40470627,114.9557712,909,972.7812933,0,17.64200897,1
1161,USA,HealthCare,Series C,58.51047593,100.4827424,30.81919396,16.97854048,37,639.0330212,0,5.96183002,1
1162,China,E-Commerce,Series C,62.93336876,74.09513973,39.48205761,73.56355908,1062,285.396197,0,-9.37763265,0
1163,China,EdTech,Series C,6.120367373,21.57060053,47.45943211,267.275923,1883,608.5608621,1,-29.05770022,0
1164,Germany,E-Commerce,Series B,21.89279469,146.5819299,18.89813608,246.3024314,643,345.8223938,0,25.06862162,1
1165,India,SaaS,Series B,8.358756363,64.5434522,28.89814615,174.5817273,221,677.5667383,0,-4.773549574,0
1166,UAE,AI/ML,Series B,29.60251726,53.43215198,4.405030571,142.5651269,697,547.0759597,0,11.7702942,1
1167,USA,EdTech,Series C,63.11646176,130.6376807,18.00431364,195.9070904,1650,929.843159,0,21.95085522,1
1168,India,AI/ML,Seed,57.05241245,112.0226731,20.66125637,142.5431977,1513,619.8190005,0,17.01466093,1
1169,India,SaaS,Series B,61.60283234,72.80092304,41.77834211,195.069928,81,217.9117753,0,-9.339109395,0
1170,Germany,SaaS,Series A,55.37587587,128.4767504,25.71828087,95.6842094,1524,726.484324,1,17.35494863,1
1171,China,AI/ML,Series B,28.02985077,54.60869332,36.58021203,252.3566793,119,304.3739263,0,-10.54323354,0
1172,India,EdTech,Series A,25.20624224,159.0686372,1.048469261,212.0657786,1146,276.0289982,0,42.93784642,1
1173,Germany,AI/ML,Series C,14.56890867,46.24913059,23.27818421,102.3428104,1430,394.8177424,0,-3.924323261,0
1174,India,AI/ML,Series A,85.05801662,32.18812023,45.07575149,250.0465039,241,16.93669567,0,-19.37221074,0
1175,China,FinTech,Series B,62.0314565,156.5966622,11.29326407,148.7660466,52,969.2949569,0,34.67066736,1
1176,India,EdTech,Series B,19.46459024,141.7244601,1.672957047,56.5184651,274,534.6694558,0,36.96528981,1
1177,China,FinTech,Seed,18.5437286,36.93647565,21.72709581,27.92517629,1841,774.6264244,0,-6.761637431,0
1178,USA,E-Commerce,Series C,87.43052455,23.69102766,35.25114785,211.3836956,55,261.5629613,0,-15.28215368,0
1179,Israel,AI/ML,Series A,74.53035551,167.7606182,22.77772899,260.2106372,1603,747.885041,0,29.24103704,1
1180,India,E-Commerce,Series C,66.28050891,155.4313972,23.05291784,243.1953866,1258,569.3346498,0,25.10938058,1
1181,USA,EdTech,Series B,41.27954665,65.78784605,33.52327156,198.4170539,1985,427.0234529,0,-6.907079327,0
1182,India,AI/ML,Seed,26.93558086,131.8103829,12.79400153,46.7056414,1685,970.8158801,0,25.26918659,1
1183,Israel,E-Commerce,Series B,97.96562555,25.26995722,37.6193006,32.74300241,1134,496.3744956,0,-17.04860421,0
1184,UAE,HealthCare,Series B,79.92671793,101.656008,7.740365192,106.7837388,1314,659.171289,0,23.77621534,1
1185,India,SaaS,Series B,30.87614309,4.236693266,19.8479552,257.1987127,247,20.26548053,1,-12.62714102,0
1186,China,AI/ML,Series A,84.90891483,78.62457524,32.83480461,288.7121997,610,304.9479305,1,-1.473411054,0
1187,UAE,SaaS,Series B,76.13426291,15.43114288,41.43561346,76.20145218,1279,889.2481083,0,-24.10409924,0
1188,Germany,FinTech,Series C,30.41097444,95.29186244,39.59740045,229.8182228,1945,760.1642658,0,-4.798373524,0
1189,Germany,E-Commerce,Series C,43.22873257,84.62548855,36.11211141,174.291419,700,539.070266,0,-5.620747722,0
1190,India,FinTech,Seed,19.40939109,89.15481281,18.01890954,14.38317329,1925,900.6589086,0,10.32888743,1
1191,India,AI/ML,Series C,11.99419199,9.543594759,6.202985383,165.1603232,985,488.7894106,0,-0.818038119,0
1192,UAE,SaaS,Series B,72.55344125,72.64246009,10.92002746,242.7524189,752,568.6745289,0,15.8350298,1
1193,Israel,SaaS,Series B,27.48367388,151.4185279,43.25520735,86.45622109,1132,385.242083,0,5.72466453,1
1194,China,E-Commerce,Series C,82.18587721,74.09841748,42.88083537,269.7216791,736,621.9398365,0,-8.666795064,0
1195,USA,AI/ML,Seed,99.56526244,143.1768045,47.58288654,74.69682003,209,322.4065233,0,6.44803804,1
1196,USA,HealthCare,Seed,8.585361579,74.21100536,3.89183373,27.55957413,1022,388.5647167,0,19.0353702,1
1197,Singapore,HealthCare,Series C,47.83047738,84.93626858,26.88677336,52.18209628,1289,966.4946319,0,3.134427564,1
1198,UAE,E-Commerce,Series A,80.40419337,112.9964765,32.46928394,251.9158463,446,115.7521364,0,8.813352726,1
1199,UAE,AI/ML,Series A,79.10613876,190.1610464,35.56180312,128.1052461,503,109.7290685,1,24.08158725,1
1200,Canada,E-Commerce,Series A,76.23971867,22.21765911,32.22877543,240.0989413,1469,48.09943936,0,-15.24212676,0
1201,China,AI/ML,Series A,35.55049859,7.066296848,38.52356836,161.713753,716,323.4442972,1,-26.03313343,0
1202,India,FinTech,Series C,45.93147231,121.7874582,18.03763166,146.7649418,1925,401.2380963,0,20.44947398,1
1203,India,E-Commerce,Seed,59.90186738,189.8448692,9.05369533,243.0393797,33,99.04306585,0,44.33942122,1
1204,UAE,AI/ML,Series B,97.42011777,197.9497649,10.30871027,129.9288455,1396,551.3853404,0,48.15015441,1
1205,China,HealthCare,Series B,33.42717982,97.09076735,0.697736605,241.5996557,279,585.3850214,0,28.64833053,1
1206,India,AI/ML,Series C,92.39124488,93.88228341,17.58106142,34.69533866,799,752.2715601,0,14.92348939,1
1207,India,AI/ML,Series B,27.6663349,129.1702723,4.678028139,192.7116906,747,976.088276,1,30.32529457,1
1208,China,E-Commerce,Series A,98.91837208,111.3491341,16.14228577,212.2631817,1261,621.2554861,0,21.22923492,1
1209,India,FinTech,Seed,67.356105,127.0005675,31.44768285,270.2337319,137,116.0925526,0,13.38778876,1
1210,India,FinTech,Series C,46.88763656,174.8628854,44.73445497,71.17555602,552,93.08162203,0,12.96111147,1
1211,Germany,FinTech,Seed,61.72565238,149.3880808,41.996312,183.2448646,1886,778.6591293,0,7.981707596,1
1212,China,FinTech,Series C,27.98058573,99.62703964,12.70844318,132.8106863,1796,652.0824579,1,17.09357969,1
1213,China,EdTech,Series C,28.14321189,92.64195957,6.790748796,117.9176384,1091,166.1048227,0,21.45871294,1
1214,India,E-Commerce,Series C,12.24189984,128.1005488,9.734306462,36.48049879,334,257.0931728,0,26.94739122,1
1215,Singapore,SaaS,Series C,12.29097947,91.41340374,48.55223393,44.59883253,668,751.4891854,0,-12.75111277,0
1216,India,E-Commerce,Seed,35.41950241,91.82698058,27.51877654,251.9115961,1139,568.3250029,0,3.557456044,1
1217,USA,EdTech,Series B,76.52269231,3.753027406,9.206860928,226.1772625,1470,587.0750622,0,-0.684908229,0
1218,Singapore,FinTech,Series C,61.18914559,35.22579541,42.05323312,117.7906334,94,213.9586279,0,-18.88070918,0
1219,China,EdTech,Series A,11.15587147,97.95847118,19.82004309,249.4035415,1035,630.9126917,0,12.32000747,1
1220,UAE,HealthCare,Series C,85.37141597,164.6193651,44.97118538,28.82602452,1470,771.7754524,0,10.20769174,1
1221,China,HealthCare,Seed,60.53539507,56.10603784,13.10778863,189.3083055,460,885.8259643,0,8.481702673,1
1222,Germany,E-Commerce,Series C,96.1247021,104.7673649,19.72176576,261.1119356,1848,738.0337382,0,16.93469112,1
1223,India,E-Commerce,Series A,67.34836127,69.31993591,25.29689336,252.4649482,1916,578.4937728,0,1.62308311,1
1224,USA,SaaS,Seed,18.34231151,21.40839591,44.64150517,114.9709142,1598,674.8930107,0,-28.17944464,0
1225,India,SaaS,Series C,47.90455287,191.6805474,43.45099584,224.8439867,1474,487.6859052,0,18.12158856,1
1226,India,HealthCare,Series A,65.20126216,171.0074371,28.76031801,131.1031029,1255,230.7637519,0,24.23769898,1
1227,Japan,FinTech,Seed,3.798205404,16.15923868,11.16659794,252.8407585,1003,882.7959379,0,-2.826795864,0
1228,USA,EdTech,Series C,2.476116151,144.0975589,20.22751289,161.5747753,1058,534.95952,1,22.4529131,1
1229,UAE,SaaS,Series A,13.81089706,69.84219092,48.78408996,230.6328295,1068,596.3467196,0,-17.12373722,0
1230,China,AI/ML,Seed,25.91477907,198.9725365,30.42788387,28.17861678,678,990.1583692,0,28.99592882,1
1231,Canada,SaaS,Series C,43.52536323,60.82850471,39.07677798,179.0576616,981,985.0905999,0,-11.15722549,0
1232,Germany,FinTech,Seed,49.2566069,48.12831985,22.5482483,167.3338324,352,588.3794301,0,-1.280737572,0
1233,Germany,FinTech,Series A,14.66473328,113.7941644,26.64716305,184.9431329,997,38.78747571,0,9.65845319,1
1234,UK,E-Commerce,Series C,67.66576633,167.1076696,21.5048102,210.2142743,1399,399.1668004,0,29.7329148,1
1235,India,EdTech,Series C,60.01766811,38.90751493,35.1757578,275.8421462,1690,937.6068137,0,-13.52913582,0
1236,Singapore,FinTech,Series C,30.15194579,142.0258526,42.58840359,236.7762141,1369,291.8650594,1,2.803772684,1
